search_string,CTR_Ctrl,CTR_Exp,queryctr_lift,Clicks_Ctrl,Clicks_Exp,delta_CTR,total_clicks,weighted_score,set1_p1_change,meaningful_change,large_gap,Ctrl_set1_title,Ctrl_set1_result1_title,Ctrl_set1_result1_type,Ctrl_set1_result1_id,Ctrl_set1_result1_img,Ctrl_set1_result2_title,Ctrl_set1_result2_type,Ctrl_set1_result2_id,Ctrl_set1_result2_img,Ctrl_set1_result3_title,Ctrl_set1_result3_type,Ctrl_set1_result3_id,Ctrl_set1_result3_img,Ctrl_set2_title,Ctrl_set2_result1_title,Ctrl_set2_result1_type,Ctrl_set2_result1_id,Ctrl_set2_result1_img,Ctrl_set2_result2_title,Ctrl_set2_result2_type,Ctrl_set2_result2_id,Ctrl_set2_result2_img,Ctrl_set2_result3_title,Ctrl_set2_result3_type,Ctrl_set2_result3_id,Ctrl_set2_result3_img,Exp_set1_title,Exp_set1_result1_title,Exp_set1_result1_type,Exp_set1_result1_id,Exp_set1_result1_img,Exp_set1_result2_title,Exp_set1_result2_type,Exp_set1_result2_id,Exp_set1_result2_img,Exp_set1_result3_title,Exp_set1_result3_type,Exp_set1_result3_id,Exp_set1_result3_img,Exp_set2_title,Exp_set2_result1_title,Exp_set2_result1_type,Exp_set2_result1_id,Exp_set2_result1_img,Exp_set2_result2_title,Exp_set2_result2_type,Exp_set2_result2_id,Exp_set2_result2_img,Exp_set2_result3_title,Exp_set2_result3_type,Exp_set2_result3_id,Exp_set2_result3_img,Ctrl_set1_result1_id_hyperlink,Ctrl_set1_result2_id_hyperlink,Ctrl_set1_result3_id_hyperlink,Ctrl_set2_result1_id_hyperlink,Ctrl_set2_result2_id_hyperlink,Ctrl_set2_result3_id_hyperlink,Exp_set1_result1_id_hyperlink,Exp_set1_result2_id_hyperlink,Exp_set1_result3_id_hyperlink,Exp_set2_result1_id_hyperlink,Exp_set2_result2_id_hyperlink,Exp_set2_result3_id_hyperlink,tags
the five,0.873333333333333,0.423529411764706,-51.5,300,85,-0.449803921568627,385,-173.174509803921,TRUE,TRUE,TRUE,More results,The Five,show-podcast,67fde960-92e8-344b-a33f-9c0626dd7e15,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJwb2RjYXN0LzAzOGQyZWQ3NGExMTMzMDMzNWU3MDM4MTU3NmZlOTkxZTllNDcwN2RmMmMzYWFkZTdlOWY0MWRiZjQ5OTdjMWUiLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjozMDAsImhlaWdodCI6MzAwfX0seyJyb3VuZGVkQ29ybmVycyI6eyJlbmFibGVkIjp0cnVlfX1dfQ==,The Five,show-podcast,8f20c1a2-c07a-3a2d-83bd-864d9d43145c,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJwb2RjYXN0LzhkOTU3ZTY5ZDUwODE2ZjYyMzllN2NkYTg1MWVhODdjMzMyYjgxMTU3YmVhYzc5MDdjYzc0ZDcyZDUyYTk3ODEiLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjozMDAsImhlaWdodCI6MzAwfX0seyJyb3VuZGVkQ29ybmVycyI6eyJlbmFibGVkIjp0cnVlfX1dfQ==,Five Finger Death Punch,talent,39ff05ed-1ec9-4a09-9733-7fee2d3f61bc,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJlbnRpdHktbWFuYWdlbWVudC80Ny80NzA4NDg2ZmU5YmQwYTVhY2E0YTBhY2Y3ZWZlMjJlNl8xNzA0MzIzNjcyNjIxLmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjozMDAsImhlaWdodCI6MzAwfX0seyJyb3VuZGVkQ29ybmVycyI6eyJlbmFibGVkIjp0cnVlfX1dfQ==,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Channels,FOX News Channel,channel-linear,5f8894e9-d615-21d0-a114-ecd08e7fa75c,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYWIvYWJjOTA1NzcxNjEwN2VkOWRmYzhjMzAyYzZiMzBjYzFfMTY5OTM3NTg3OS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6MzAwLCJoZWlnaHQiOjMwMH19LHsicm91bmRlZENvcm5lcnMiOnsiZW5hYmxlZCI6dHJ1ZX19XX0=,NA,NA,NA,NA,NA,NA,NA,NA,Shows & podcasts,The Story with Martha MacCallum,show,5a8c6ed5-ca5e-4c31-291d-cc780cce6720,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNjIvNjJmZTBkMWU5OGZhNTE1ZTNjYmNjNjI0NTY4NjRkOWVfMTY5OTkxNzgzNS5wbmciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjozMDAsImhlaWdodCI6MzAwfX0seyJyb3VuZGVkQ29ybmVycyI6eyJlbmFibGVkIjp0cnVlfX1dfQ==,Sunday Morning Futures with Maria Bartiromo,show,1a5d9876-e342-4eb3-a916-a7262015545e,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNjYvNjY1NjIzMDlmYzkwNTQyNGY0YWZjMWVlNWMwM2UxNzhfMTY5ODg5MDI3Ny5wbmciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjozMDAsImhlaWdodCI6MzAwfX0seyJyb3VuZGVkQ29ybmVycyI6eyJlbmFibGVkIjp0cnVlfX1dfQ==,America Reports,show,54387f22-7f68-14b5-a6a9-c747b30457af,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYWYvYWZlOWMyYWRlOGY0NTBjNWM2MGI4YjQ4ZGRlN2E0NmRfMTcwOTgzODQ1MC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6MzAwLCJoZWlnaHQiOjMwMH19LHsicm91bmRlZENvcm5lcnMiOnsiZW5hYmxlZCI6dHJ1ZX19XX0=,https://www.siriusxm.com/player/show-podcast/entity/67fde960-92e8-344b-a33f-9c0626dd7e15,https://www.siriusxm.com/player/show-podcast/entity/8f20c1a2-c07a-3a2d-83bd-864d9d43145c,https://www.siriusxm.com/player/talent/entity/39ff05ed-1ec9-4a09-9733-7fee2d3f61bc,https://www.siriusxm.com/player/NA/entity/NA,https://www.siriusxm.com/player/NA/entity/NA,https://www.siriusxm.com/player/NA/entity/NA,https://www.siriusxm.com/player/channel-linear/entity/5f8894e9-d615-21d0-a114-ecd08e7fa75c,https://www.siriusxm.com/player/NA/entity/NA,https://www.siriusxm.com/player/NA/entity/NA,https://www.siriusxm.com/player/show/entity/5a8c6ed5-ca5e-4c31-291d-cc780cce6720,https://www.siriusxm.com/player/show/entity/1a5d9876-e342-4eb3-a916-a7262015545e,https://www.siriusxm.com/player/show/entity/54387f22-7f68-14b5-a6a9-c747b30457af,"podcast,show,multiple_types"
